Item,ORIGEN PROVEEDOR,PROVEEDOR CCIAL,Estado,COMPRAS
40397,0002 - IMPORTADO,0216 - GBS,Bloqueado,0002 - NO
935783,0002 - IMPORTADO,0223 - STANLEY BLACK & DECKER,Inactivo,0002 - NO
400299, ,9999 - OTROS,Inactivo,0002 - NO
201605, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
2497,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
13710,0001 - NACIONAL,0010 - GRUPO APEX,Bloqueado,0002 - NO
2770,0001 - NACIONAL,0129 - GERFOR,Bloqueado,0002 - NO
377010,0001 - NACIONAL,0083 - INCA,Bloqueado,0002 - NO
2367,0001 - NACIONAL,0033 - CILES,Bloqueado,0002 - NO
202008, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
200889, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
2288,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
396648,0001 - NACIONAL,0024 - CARBORUNDUM,Inactivo,0002 - NO
170159, ,9999 - OTROS,Inactivo,0002 - NO
202200, ,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
7032,0001 - NACIONAL,0154 - SYLVANIA,Bloqueado,0002 - NO
932939,0002 - IMPORTADO,0223 - STANLEY BLACK & DECKER,Inactivo,0002 - NO
8018,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
355842,0001 - NACIONAL,0083 - INCA,Inactivo,0002 - NO
2754,0001 - NACIONAL,0087 - INDUMA,Bloqueado,0002 - NO
2021,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
200711, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
352583,0001 - NACIONAL,0083 - INCA,Activo,0002 - NO
2836,0001 - NACIONAL,0012 - ARSEG,Inactivo,0002 - NO
174169, ,9999 - OTROS,Inactivo,0002 - NO
8732,0001 - NACIONAL,0071 - GRIVAL,Bloqueado,0002 - NO
12772,0001 - NACIONAL,0010 - GRUPO APEX,Bloqueado,0002 - NO
28283, , ,Activo,0002 - NO
400002, ,9999 - OTROS,Inactivo,0002 - NO
850,0002 - IMPORTADO,0062 - FORTE,Inactivo,0002 - NO
551,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
937,0002 - IMPORTADO,9999 - OTROS,Bloqueado,0002 - NO
401,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
26825, , ,Activo,0002 - NO
1844,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
162347, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
8810,0001 - NACIONAL,0071 - GRIVAL,Bloqueado,0002 - NO
3390,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
143461, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
27948, , ,Activo,0002 - NO
12944,0001 - NACIONAL,0010 - GRUPO APEX,Bloqueado,0002 - NO
164285, ,9999 - OTROS,Inactivo,0002 - NO
903,0001 - NACIONAL,0033 - CILES,Bloqueado,0002 - NO
44656,0001 - NACIONAL,0071 - GRIVAL,Activo,0002 - NO
7122,0002 - IMPORTADO,0062 - FORTE,Activo,0002 - NO
5877,0002 - IMPORTADO,0223 - STANLEY BLACK & DECKER,Inactivo,0002 - NO
27965, , ,Activo,0002 - NO
400210, ,2628 - MATERIAS PRIMAS E INSUMOS PLANTA,Bloqueado,0002 - NO
2152,0001 - NACIONAL,0169 - ITW COLOMBIA,Bloqueado,0002 - NO
3056,0001 - NACIONAL,0092 - I.R.,Inactivo,0002 - NO
2975,0001 - NACIONAL,0029 - CENTELSA,Inactivo,0002 - NO
43741,0001 - NACIONAL,0251 - BAGNO,Bloqueado,0002 - NO
3844,0001 - NACIONAL,0161 - TESICOL,Bloqueado,0002 - NO
45205,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
4242,0001 - NACIONAL,0024 - CARBORUNDUM,Bloqueado,0002 - NO
40912,0002 - IMPORTADO,0216 - GBS,Activo,0002 - NO
4843,0001 - NACIONAL,0083 - INCA,Bloqueado,0002 - NO
2254,0002 - IMPORTADO,0124 - POSITEC,Inactivo,0002 - NO
2265,0001 - NACIONAL,0062 - FORTE,Bloqueado,0002 - NO
2650,0001 - NACIONAL,0014 - AVE,Bloqueado,0002 - NO
2653,0001 - NACIONAL,0169 - ITW COLOMBIA,Bloqueado,0002 - NO
3827,0001 - NACIONAL,0146 - SINTECO,Inactivo,0002 - NO
3896,0002 - IMPORTADO,0016 - BAHCO,Inactivo,0002 - NO
4364,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
4474,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
4534,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
4564,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
40511,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
29297,0001 - NACIONAL,0086 - INCOLMA,Bloqueado,0002 - NO
43250,0001 - NACIONAL,0228 - FAMEL,Activo,0002 - NO
41714,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
1610,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
1619,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
1627,0001 - NACIONAL,0091 - INVESA,Inactivo,0002 - NO
1636,0001 - NACIONAL,0091 - INVESA,Inactivo,0002 - NO
1650,0001 - NACIONAL,0091 - INVESA,Inactivo,0002 - NO
1653,0001 - NACIONAL,0091 - INVESA,Inactivo,0002 - NO
1659,0001 - NACIONAL,0091 - INVESA,Inactivo,0002 - NO
1717,0001 - NACIONAL,0091 - INVESA,Inactivo,0002 - NO
479,0001 - NACIONAL,0083 - INCA,Bloqueado,0002 - NO
7088,0001 - NACIONAL,0129 - GERFOR,Bloqueado,0002 - NO
8230,0001 - NACIONAL,0128 - PROTEX,Bloqueado,0002 - NO
44195,0001 - NACIONAL,0091 - INVESA,Activo,0002 - NO
482,0001 - NACIONAL,0083 - INCA,Inactivo,0002 - NO
1200077,0001 - NACIONAL,0041 - DESCONTINUADOS,Activo,0002 - NO
40150,0002 - IMPORTADO,0216 - GBS,Bloqueado,0002 - NO
40114,0002 - IMPORTADO,0216 - GBS,Bloqueado,0002 - NO
400169, ,9999 - OTROS,Bloqueado,0002 - NO
44209,0001 - NACIONAL,0091 - INVESA,Activo,0002 - NO
44212,0001 - NACIONAL,0091 - INVESA,Activo,0002 - NO
43289,0002 - IMPORTADO,0236 - FORTE SALUD Y SEGURIDAD EN EL TRABAJO,Bloqueado,0002 - NO
200397,0002 - IMPORTADO,0165 - VERA,Activo,0002 - NO
46132,0002 - IMPORTADO,0216 - GBS,Activo,0002 - NO
44229,0001 - NACIONAL,0091 - INVESA,Activo,0002 - NO
15902,0001 - NACIONAL,9999 - OTROS,Bloqueado,0002 - NO
15905,0001 - NACIONAL,0029 - CENTELSA,Bloqueado,0002 - NO
15913,0001 - NACIONAL,9999 - OTROS,Bloqueado,0002 - NO
15920,0001 - NACIONAL,0029 - CENTELSA,Bloqueado,0002 - NO
15923,0001 - NACIONAL,0029 - CENTELSA,Bloqueado,0002 - NO
16023,0001 - NACIONAL,0029 - CENTELSA,Bloqueado,0002 - NO
16026,0001 - NACIONAL,0029 - CENTELSA,Bloqueado,0002 - NO
17922,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
17925,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
17931,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
17979,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
17988,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
18003,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
18006,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
18017,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
18026,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
18032,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
18035,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
18051,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
18693,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
15864,0001 - NACIONAL,0057 - FLEXCO,Bloqueado,0002 - NO
15872,0001 - NACIONAL,0057 - FLEXCO,Bloqueado,0002 - NO
16688,0001 - NACIONAL,0087 - INDUMA,Bloqueado,0002 - NO
16691,0001 - NACIONAL,0087 - INDUMA,Bloqueado,0002 - NO
143388, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
44235,0001 - NACIONAL,0091 - INVESA,Activo,0002 - NO
16953,0001 - NACIONAL,0102 - LINCOLN,Bloqueado,0002 - NO
15965,0001 - NACIONAL,0126 - PROALCO,Bloqueado,0002 - NO
15982,0001 - NACIONAL,0126 - PROALCO,Bloqueado,0002 - NO
7875,0001 - NACIONAL,0086 - INCOLMA,Bloqueado,0002 - NO
8199,0001 - NACIONAL,0217 - ALUMINA,Bloqueado,0002 - NO
8205,0001 - NACIONAL,0217 - ALUMINA,Bloqueado,0002 - NO
8247,0001 - NACIONAL,0141 - SENCO,Bloqueado,0002 - NO
203489, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
41497,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
3198,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
13833,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
12608,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
14821,0001 - NACIONAL,0071 - GRIVAL,Bloqueado,0002 - NO
8548,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
8556,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
31233,0001 - NACIONAL,0137 - SAFE,Bloqueado,0002 - NO
204273, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
29462, , ,Activo,0002 - NO
5631,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
44759,0001 - NACIONAL,0010 - GRUPO APEX,Bloqueado,0002 - NO
18548,0002 - IMPORTADO,0097 - KLAUS,Bloqueado,0002 - NO
18065,0002 - IMPORTADO,0097 - KLAUS,Bloqueado,0002 - NO
18075,0002 - IMPORTADO,0097 - KLAUS,Bloqueado,0002 - NO
9670,0002 - IMPORTADO,0097 - KLAUS,Bloqueado,0002 - NO
9647,0002 - IMPORTADO,0097 - KLAUS,Bloqueado,0002 - NO
9661,0002 - IMPORTADO,0097 - KLAUS,Bloqueado,0002 - NO
41256,0002 - IMPORTADO,0216 - GBS,Bloqueado,0002 - NO
632794,0001 - NACIONAL,0071 - GRIVAL,Bloqueado,0002 - NO
890509,0002 - IMPORTADO,0019 - BOSCH,Inactivo,0002 - NO
890798,0002 - IMPORTADO,0019 - BOSCH,Inactivo,0002 - NO
890970,0002 - IMPORTADO,0019 - BOSCH,Inactivo,0002 - NO
891424,0002 - IMPORTADO,0019 - BOSCH,Inactivo,0002 - NO
8818,0001 - NACIONAL,0010 - GRUPO APEX,Bloqueado,0002 - NO
8579,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
101196, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
46138,0002 - IMPORTADO,0165 - VERA,Activo,0002 - NO
8827,0002 - IMPORTADO,0137 - SAFE,Bloqueado,0002 - NO
833194,0002 - IMPORTADO,0062 - FORTE,Inactivo,0002 - NO
838151,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
838268,0002 - IMPORTADO,0062 - FORTE,Inactivo,0002 - NO
838318,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
852293,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
860122,0002 - IMPORTADO,0060 - FLUIDMASTER,Inactivo,0002 - NO
860510,0002 - IMPORTADO,0060 - FLUIDMASTER,Bloqueado,0002 - NO
886010,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
9836,0001 - NACIONAL,0071 - GRIVAL,Bloqueado,0002 - NO
11284,0001 - NACIONAL,0221 - SPECTRUM BRANDS,Bloqueado,0002 - NO
10108,0001 - NACIONAL,0165 - VERA,Activo,0002 - NO
150409, ,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
400077, ,9999 - OTROS,Inactivo,0002 - NO
14053,0001 - NACIONAL,0071 - GRIVAL,Bloqueado,0002 - NO
7794,0001 - NACIONAL,0071 - GRIVAL,Bloqueado,0002 - NO
9417,0001 - NACIONAL,0071 - GRIVAL,Bloqueado,0002 - NO
270,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
488,0001 - NACIONAL,0083 - INCA,Inactivo,0002 - NO
1490,0001 - NACIONAL,0091 - INVESA,Inactivo,0002 - NO
1498,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
1508,0001 - NACIONAL,0091 - INVESA,Inactivo,0002 - NO
1532,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
1535,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
1543,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
11272,0001 - NACIONAL,0142 - SENCO LATIN,Bloqueado,0002 - NO
941591,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
942755,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
11305,0001 - NACIONAL,0221 - SPECTRUM BRANDS,Bloqueado,0002 - NO
11720,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
11746,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
23985,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
11613,0002 - IMPORTADO,0062 - FORTE,Activo,0002 - NO
12576,0002 - IMPORTADO,0062 - FORTE,Activo,0002 - NO
45837,0001 - NACIONAL,0255 - MERCURY,Activo,0002 - NO
29471, , ,Activo,0002 - NO
44855,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
12115,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
12124,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
9008,0001 - NACIONAL,0123 - POLIMEROS DEL CARIBE,Bloqueado,0002 - NO
12217,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
2434,0002 - IMPORTADO,0016 - BAHCO,Bloqueado,0002 - NO
12297,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
4392,0002 - IMPORTADO,0111 - NEWELLRUBBERMAID,Inactivo,0002 - NO
4400,0002 - IMPORTADO,0111 - NEWELLRUBBERMAID,Inactivo,0002 - NO
4407,0002 - IMPORTADO,0111 - NEWELLRUBBERMAID,Bloqueado,0002 - NO
4410,0002 - IMPORTADO,0111 - NEWELLRUBBERMAID,Inactivo,0002 - NO
4426,0002 - IMPORTADO,0111 - NEWELLRUBBERMAID,Bloqueado,0002 - NO
282723,0001 - NACIONAL,0121 - PINTUNAL,Inactivo,0002 - NO
290015,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
290122,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
290239,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
290312,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
290650,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
290718,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
290981,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
291047,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
291518,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
291765,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
337089,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
973925,0002 - IMPORTADO,0032 - CIFUNSA,Inactivo,0002 - NO
11498,0001 - NACIONAL,0083 - INCA,Inactivo,0002 - NO
975680,0002 - IMPORTADO,0109 - NACOBRE,Inactivo,0002 - NO
15708,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
15711,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
442582,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
442988,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
651224,0002 - IMPORTADO,0148 - SKIL,Inactivo,0002 - NO
651489,0002 - IMPORTADO,0148 - SKIL,Inactivo,0002 - NO
651711,0002 - IMPORTADO,0148 - SKIL,Inactivo,0002 - NO
652040,0002 - IMPORTADO,0148 - SKIL,Inactivo,0002 - NO
652248,0002 - IMPORTADO,0148 - SKIL,Inactivo,0002 - NO
652362,0002 - IMPORTADO,0148 - SKIL,Inactivo,0002 - NO
652453,0002 - IMPORTADO,0148 - SKIL,Inactivo,0002 - NO
670133,0002 - IMPORTADO,0015 - AWELCO,Inactivo,0002 - NO
670257,0002 - IMPORTADO,0015 - AWELCO,Inactivo,0002 - NO
670539,0002 - IMPORTADO,0015 - AWELCO,Bloqueado,0002 - NO
670943,0002 - IMPORTADO,0015 - AWELCO,Inactivo,0002 - NO
671628,0002 - IMPORTADO,0015 - AWELCO,Inactivo,0002 - NO
679977,0002 - IMPORTADO,0136 - RUBI,Bloqueado,0002 - NO
685065,0001 - NACIONAL,0061 - FORJAS BOLIVAR,Inactivo,0002 - NO
685545,0001 - NACIONAL,0061 - FORJAS BOLIVAR,Inactivo,0002 - NO
45652,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
41858,0001 - NACIONAL,0217 - ALUMINA,Bloqueado,0002 - NO
18530,0002 - IMPORTADO,0167 - ORGILL INC,Bloqueado,0002 - NO
18533,0002 - IMPORTADO,0167 - ORGILL INC,Bloqueado,0002 - NO
44745,0002 - IMPORTADO,0216 - GBS,Bloqueado,0002 - NO
16260,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
943233,0002 - IMPORTADO,0223 - STANLEY BLACK & DECKER,Inactivo,0002 - NO
940726,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
1550,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
1553,0001 - NACIONAL,0091 - INVESA,Inactivo,0002 - NO
1567,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
936211,0002 - IMPORTADO,0223 - STANLEY BLACK & DECKER,Inactivo,0002 - NO
999961,0001 - NACIONAL,9999 - OTROS,Inactivo,0002 - NO
1064,0001 - NACIONAL,0033 - CILES,Bloqueado,0002 - NO
1074,0001 - NACIONAL,0033 - CILES,Inactivo,0002 - NO
1091,0001 - NACIONAL,0033 - CILES,Inactivo,0002 - NO
1108,0001 - NACIONAL,0129 - GERFOR,Inactivo,0002 - NO
151159, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
151209, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
39810,0001 - NACIONAL,2628 - MATERIAS PRIMAS E INSUMOS PLANTA,Activo,0002 - NO
16308,0002 - IMPORTADO,0062 - FORTE,Activo,0002 - NO
18315,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
41399,0002 - IMPORTADO,0216 - GBS,Activo,0002 - NO
2165,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
44349,0001 - NACIONAL,0019 - BOSCH,Bloqueado,0002 - NO
13231,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
13101,0001 - NACIONAL,0010 - GRUPO APEX,Bloqueado,0002 - NO
13108,0001 - NACIONAL,0168 - SATA,Bloqueado,0002 - NO
39307,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
15729,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
41997,0001 - NACIONAL,0216 - GBS,Bloqueado,0002 - NO
44547,0002 - IMPORTADO,0253 - TENTE RUEDAS,Activo,0002 - NO
44553,0002 - IMPORTADO,0253 - TENTE RUEDAS,Activo,0002 - NO
44581,0002 - IMPORTADO,0253 - TENTE RUEDAS,Activo,0002 - NO
44564,0002 - IMPORTADO,0253 - TENTE RUEDAS,Activo,0002 - NO
51011,0001 - NACIONAL,0255 - MERCURY,Bloqueado,0002 - NO
50788,0001 - NACIONAL,0255 - MERCURY,Activo,0002 - NO
3734,0001 - NACIONAL,0075 - HERRAGRO,Bloqueado,0002 - NO
3073,0001 - NACIONAL,0083 - INCA,Bloqueado,0002 - NO
2248,0001 - NACIONAL,0029 - CENTELSA,Inactivo,0002 - NO
2613,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
2619,0001 - NACIONAL,0033 - CILES,Inactivo,0002 - NO
2795,0001 - NACIONAL,0129 - GERFOR,Bloqueado,0002 - NO
2833,0001 - NACIONAL,0012 - ARSEG,Inactivo,0002 - NO
2849,0001 - NACIONAL,0012 - ARSEG,Inactivo,0002 - NO
2858,0001 - NACIONAL,0012 - ARSEG,Inactivo,0002 - NO
15738,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
14078,0001 - NACIONAL,0217 - ALUMINA,Bloqueado,0002 - NO
792614,0001 - NACIONAL,0217 - ALUMINA,Bloqueado,0002 - NO
43031,0001 - NACIONAL,0217 - ALUMINA,Bloqueado,0002 - NO
45154,0001 - NACIONAL,0217 - ALUMINA,Bloqueado,0002 - NO
168070, ,9999 - OTROS,Inactivo,0002 - NO
960823,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
5273,0002 - IMPORTADO,0013 - ATLAS,Inactivo,0002 - NO
8037,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
8060,0002 - IMPORTADO,9999 - OTROS,Bloqueado,0002 - NO
8063,0002 - IMPORTADO,9999 - OTROS,Bloqueado,0002 - NO
8078,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
8081,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
8087,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
8096,0001 - NACIONAL,0091 - INVESA,Inactivo,0002 - NO
8147,0001 - NACIONAL,0217 - ALUMINA,Bloqueado,0002 - NO
8253,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
2119,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
1867,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
1133,0001 - NACIONAL,0091 - INVESA,Bloqueado,0002 - NO
15939,0001 - NACIONAL,0092 - I.R.,Bloqueado,0002 - NO
90613,0001 - NACIONAL,0020 - C.A MEJIA,Inactivo,0002 - NO
90910,0001 - NACIONAL,0020 - C.A MEJIA,Inactivo,0002 - NO
91306,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
91983,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
92064,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
92205,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
592154,0001 - NACIONAL,0149 - SOCODA,Inactivo,0002 - NO
592410,0001 - NACIONAL,0149 - SOCODA,Inactivo,0002 - NO
593897,0001 - NACIONAL,0106 - MILHEN,Inactivo,0002 - NO
594663,0001 - NACIONAL,0106 - MILHEN,Inactivo,0002 - NO
594721,0001 - NACIONAL,0112 - NORTH,Bloqueado,0002 - NO
594960,0001 - NACIONAL,0112 - NORTH,Bloqueado,0002 - NO
595207,0001 - NACIONAL,0112 - NORTH,Bloqueado,0002 - NO
600916,0001 - NACIONAL,0129 - GERFOR,Inactivo,0002 - NO
601021,0001 - NACIONAL,0129 - GERFOR,Inactivo,0002 - NO
601252,0001 - NACIONAL,0129 - GERFOR,Bloqueado,0002 - NO
601286,0001 - NACIONAL,0129 - GERFOR,Inactivo,0002 - NO
601674,0001 - NACIONAL,0129 - GERFOR,Inactivo,0002 - NO
944488,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
39329,0001 - NACIONAL,0176 - RAYOVAC VARTA,Bloqueado,0002 - NO
39333,0002 - IMPORTADO,0062 - FORTE,Bloqueado,0002 - NO
42667,0001 - NACIONAL,0010 - GRUPO APEX,Bloqueado,0002 - NO
18619,0002 - IMPORTADO,0167 - ORGILL INC,Bloqueado,0002 - NO
1991,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Bloqueado,0002 - NO
92338,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
92593,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
92718,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
92924,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
14522,0002 - IMPORTADO,0170 - MILWAUKEE,Bloqueado,0002 - NO
14748,0001 - NACIONAL,0071 - GRIVAL,Bloqueado,0002 - NO
203518, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
203521, ,0223 - STANLEY BLACK & DECKER,Activo,0002 - NO
237362, ,9999 - OTROS,Inactivo,0002 - NO
43315,0002 - IMPORTADO,0216 - GBS,Bloqueado,0002 - NO
16801,0001 - NACIONAL,0087 - INDUMA,Bloqueado,0002 - NO
17537,0001 - NACIONAL,0006 - ALUMCOR,Bloqueado,0002 - NO
17540,0001 - NACIONAL,0006 - ALUMCOR,Bloqueado,0002 - NO
17554,0001 - NACIONAL,0006 - ALUMCOR,Bloqueado,0002 - NO
17557,0001 - NACIONAL,0006 - ALUMCOR,Bloqueado,0002 - NO
15607,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
15649,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
15615,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
15621,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
15639,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
15642,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
16792,0001 - NACIONAL,0087 - INDUMA,Bloqueado,0002 - NO
17548,0001 - NACIONAL,0006 - ALUMCOR,Bloqueado,0002 - NO
17571,0001 - NACIONAL,0006 - ALUMCOR,Bloqueado,0002 - NO
17574,0001 - NACIONAL,0006 - ALUMCOR,Bloqueado,0002 - NO
18391,0001 - NACIONAL,0205 - MADECENTRO,Bloqueado,0002 - NO
16648,0001 - NACIONAL,0020 - C.A MEJIA,Bloqueado,0002 - NO
145755,0001 - NACIONAL,0092 - I.R.,Bloqueado,0002 - NO
748,0001 - NACIONAL,0223 - STANLEY BLACK & DECKER,Inactivo,0002 - NO
753,0001 - NACIONAL,0033 - CILES,Bloqueado,0002 - NO
757,0001 - NACIONAL,0033 - CILES,Bloqueado,0002 - NO
39642,0001 - NACIONAL,0215 - STECK,Bloqueado,0002 - NO
42133,0001 - NACIONAL,0216 - GBS,Bloqueado,0002 - NO
18642,0001 - NACIONAL,0188 - PINTURAS IDEA,Bloqueado,0002 - NO
