codigo_producto,descripcion,unidad,factor,Proveedor
746701,BROCA HSS  9/64  (X12)  NICHOLSON,DNA ,12,GRUPO APEX
746701,BROCA HSS  9/64  (X12)  NICHOLSON,PTE ,12,GRUPO APEX
746701,BROCA HSS  9/64  (X12)  NICHOLSON,UND ,1,GRUPO APEX
746719,BROCA HSS  5/32 (X12)  NICHOLSON,C12 ,12,GRUPO APEX
746719,BROCA HSS  5/32 (X12)  NICHOLSON,DNA ,12,GRUPO APEX
746719,BROCA HSS  5/32 (X12)  NICHOLSON,PTE ,12,GRUPO APEX
746719,BROCA HSS  5/32 (X12)  NICHOLSON,UND ,1,GRUPO APEX
746727,BROCA HSS  3/16  (X12)  NICHOLSON,C12 ,12,GRUPO APEX
746727,BROCA HSS  3/16  (X12)  NICHOLSON,DNA ,12,GRUPO APEX
746727,BROCA HSS  3/16  (X12)  NICHOLSON,PTE ,12,GRUPO APEX
746727,BROCA HSS  3/16  (X12)  NICHOLSON,UND ,1,GRUPO APEX
746735,BROCA HSS  7/32  (X6)  NICHOLSON,C12 ,12,GRUPO APEX
746735,BROCA HSS  7/32  (X6)  NICHOLSON,C6  ,6,GRUPO APEX
746735,BROCA HSS  7/32  (X6)  NICHOLSON,PTE ,6,GRUPO APEX
746735,BROCA HSS  7/32  (X6)  NICHOLSON,UND ,1,GRUPO APEX
746743,BROCA HSS 15/64 (X6)  NICHOLSON,C12 ,12,GRUPO APEX
746743,BROCA HSS 15/64 (X6)  NICHOLSON,C6  ,6,GRUPO APEX
746743,BROCA HSS 15/64 (X6)  NICHOLSON,PTE ,6,GRUPO APEX
746743,BROCA HSS 15/64 (X6)  NICHOLSON,UND ,1,GRUPO APEX
746750,BROCA HSS  1/4  (X6)  NICHOLSON,C12 ,12,GRUPO APEX
746750,BROCA HSS  1/4  (X6)  NICHOLSON,C6  ,6,GRUPO APEX
746750,BROCA HSS  1/4  (X6)  NICHOLSON,PTE ,6,GRUPO APEX
746750,BROCA HSS  1/4  (X6)  NICHOLSON,UND ,1,GRUPO APEX
746768,BROCA HSS 17/64 (X6) NICHOLSON,C12 ,12,GRUPO APEX
746768,BROCA HSS 17/64 (X6) NICHOLSON,C6  ,6,GRUPO APEX
746768,BROCA HSS 17/64 (X6) NICHOLSON,PTE ,6,GRUPO APEX
746768,BROCA HSS 17/64 (X6) NICHOLSON,UND ,1,GRUPO APEX
746776,BROCA HSS  9/32 (X6)  NICHOLSON,C12 ,12,GRUPO APEX
746776,BROCA HSS  9/32 (X6)  NICHOLSON,C6  ,6,GRUPO APEX
746776,BROCA HSS  9/32 (X6)  NICHOLSON,PTE ,6,GRUPO APEX
746776,BROCA HSS  9/32 (X6)  NICHOLSON,UND ,1,GRUPO APEX
746784,BROCA HSS 11/32 (X6)  NICHOLSON,C12 ,12,GRUPO APEX
746784,BROCA HSS 11/32 (X6)  NICHOLSON,C6  ,6,GRUPO APEX
746784,BROCA HSS 11/32 (X6)  NICHOLSON,PTE ,6,GRUPO APEX
746784,BROCA HSS 11/32 (X6)  NICHOLSON,UND ,1,GRUPO APEX
746792,BROCA HSS 23/64  NICHOLSON (X6),C12 ,12,GRUPO APEX
746792,BROCA HSS 23/64  NICHOLSON (X6),C6  ,6,GRUPO APEX
746792,BROCA HSS 23/64  NICHOLSON (X6),UND ,1,GRUPO APEX
746800,BROCA HSS  5/16  (X6)  NICHOLSON,C12 ,12,GRUPO APEX
746800,BROCA HSS  5/16  (X6)  NICHOLSON,C6  ,6,GRUPO APEX
746800,BROCA HSS  5/16  (X6)  NICHOLSON,PTE ,6,GRUPO APEX
746800,BROCA HSS  5/16  (X6)  NICHOLSON,UND ,1,GRUPO APEX
746818,BROCA HSS 21/64 (X6)  NICHOLSON,C12 ,12,GRUPO APEX
746818,BROCA HSS 21/64 (X6)  NICHOLSON,C6  ,6,GRUPO APEX
746818,BROCA HSS 21/64 (X6)  NICHOLSON,PTE ,6,GRUPO APEX
746818,BROCA HSS 21/64 (X6)  NICHOLSON,UND ,1,GRUPO APEX
746826,BROCA HSS 13/32   NICHOLSON (X6),C12 ,12,GRUPO APEX
746826,BROCA HSS 13/32   NICHOLSON (X6),C6  ,6,GRUPO APEX
746826,BROCA HSS 13/32   NICHOLSON (X6),UND ,1,GRUPO APEX
746834,BROCA HSS 15/32  (X6) NICHOLSON,C12 ,12,GRUPO APEX
746834,BROCA HSS 15/32  (X6) NICHOLSON,C6  ,6,GRUPO APEX
746834,BROCA HSS 15/32  (X6) NICHOLSON,PTE ,6,GRUPO APEX
746834,BROCA HSS 15/32  (X6) NICHOLSON,UND ,1,GRUPO APEX
746842,BROCA HSS  1/2  (X6)  NICHOLSON,C12 ,12,GRUPO APEX
746842,BROCA HSS  1/2  (X6)  NICHOLSON,C6  ,6,GRUPO APEX
746842,BROCA HSS  1/2  (X6)  NICHOLSON,PTE ,6,GRUPO APEX
746842,BROCA HSS  1/2  (X6)  NICHOLSON,UND ,1,GRUPO APEX
747022,PEINILLA COLLINS 166-12 NIQUEL         *,C12 ,12,GRUPO APEX
747022,PEINILLA COLLINS 166-12 NIQUEL         *,C72 ,72,GRUPO APEX
747022,PEINILLA COLLINS 166-12 NIQUEL         *,DNA ,12,GRUPO APEX
747022,PEINILLA COLLINS 166-12 NIQUEL         *,UND ,1,GRUPO APEX
747030,PEINILLA COLLINS 166-14 NIQUEL         *,C12 ,12,GRUPO APEX
747030,PEINILLA COLLINS 166-14 NIQUEL         *,C72 ,72,GRUPO APEX
747030,PEINILLA COLLINS 166-14 NIQUEL         *,DNA ,12,GRUPO APEX
747030,PEINILLA COLLINS 166-14 NIQUEL         *,UND ,1,GRUPO APEX
747048,PEINILLA COLLINS 166-16 NIQUEL         *,C12 ,12,GRUPO APEX
747048,PEINILLA COLLINS 166-16 NIQUEL         *,C72 ,72,GRUPO APEX
747048,PEINILLA COLLINS 166-16 NIQUEL         *,DNA ,12,GRUPO APEX
747048,PEINILLA COLLINS 166-16 NIQUEL         *,UND ,1,GRUPO APEX
747055,PEINILLA COLLINS 166-18 NIQUEL         *,C12 ,12,GRUPO APEX
747055,PEINILLA COLLINS 166-18 NIQUEL         *,C72 ,72,GRUPO APEX
747055,PEINILLA COLLINS 166-18 NIQUEL         *,DNA ,12,GRUPO APEX
747055,PEINILLA COLLINS 166-18 NIQUEL         *,UND ,1,GRUPO APEX
747063,PEINILLA COLLINS 166-20 NIQUEL         *,C12 ,12,GRUPO APEX
747063,PEINILLA COLLINS 166-20 NIQUEL         *,C72 ,72,GRUPO APEX
747063,PEINILLA COLLINS 166-20 NIQUEL         *,DNA ,12,GRUPO APEX
747063,PEINILLA COLLINS 166-20 NIQUEL         *,UND ,1,GRUPO APEX
747105,MACHET COLLINS 3 CANAL 164-18 PULID    *,C12 ,12,GRUPO APEX
747105,MACHET COLLINS 3 CANAL 164-18 PULID    *,C72 ,72,GRUPO APEX
747105,MACHET COLLINS 3 CANAL 164-18 PULID    *,DNA ,12,GRUPO APEX
747105,MACHET COLLINS 3 CANAL 164-18 PULID    *,UND ,1,GRUPO APEX
747113,MACHET COLLIN'S 3 CANAL 164-20 PULID   *,C12 ,12,GRUPO APEX
747113,MACHET COLLIN'S 3 CANAL 164-20 PULID   *,DNA ,12,GRUPO APEX
747113,MACHET COLLIN'S 3 CANAL 164-20 PULID   *,UND ,1,GRUPO APEX
747121,MACHET COLLIN'S 3 CANAL 164-22 PULID   *,C12 ,12,GRUPO APEX
747121,MACHET COLLIN'S 3 CANAL 164-22 PULID   *,C72 ,72,GRUPO APEX
747121,MACHET COLLIN'S 3 CANAL 164-22 PULID   *,DNA ,12,GRUPO APEX
747121,MACHET COLLIN'S 3 CANAL 164-22 PULID   *,UND ,1,GRUPO APEX
747147,MACHET COLLIN'S 3 CANAL 164-18 NIQU    *,C12 ,12,GRUPO APEX
747147,MACHET COLLIN'S 3 CANAL 164-18 NIQU    *,C72 ,72,GRUPO APEX
747147,MACHET COLLIN'S 3 CANAL 164-18 NIQU    *,DNA ,12,GRUPO APEX
747147,MACHET COLLIN'S 3 CANAL 164-18 NIQU    *,UND ,1,GRUPO APEX
747154,MACHET COLLIN'S 3 CANAL 164-20 NIQU    *,C12 ,12,GRUPO APEX
747154,MACHET COLLIN'S 3 CANAL 164-20 NIQU    *,C72 ,72,GRUPO APEX
747154,MACHET COLLIN'S 3 CANAL 164-20 NIQU    *,DNA ,12,GRUPO APEX
747154,MACHET COLLIN'S 3 CANAL 164-20 NIQU    *,UND ,1,GRUPO APEX
747162,MACHET COLLIN'S 3 CANAL 164-22 NIQU    *,C12 ,12,GRUPO APEX
747162,MACHET COLLIN'S 3 CANAL 164-22 NIQU    *,C72 ,72,GRUPO APEX
747162,MACHET COLLIN'S 3 CANAL 164-22 NIQU    *,DNA ,12,GRUPO APEX
747162,MACHET COLLIN'S 3 CANAL 164-22 NIQU    *,UND ,1,GRUPO APEX
747212,MACHET COLLIN'S BARRIG 1131-18 PULID   *,C12 ,12,GRUPO APEX
747212,MACHET COLLIN'S BARRIG 1131-18 PULID   *,C72 ,72,GRUPO APEX
747212,MACHET COLLIN'S BARRIG 1131-18 PULID   *,DNA ,12,GRUPO APEX
747212,MACHET COLLIN'S BARRIG 1131-18 PULID   *,UND ,1,GRUPO APEX
747220,MACHET COLLIN'S BARRIG 1131 20 PULID   *,C12 ,12,GRUPO APEX
747220,MACHET COLLIN'S BARRIG 1131 20 PULID   *,C72 ,72,GRUPO APEX
747220,MACHET COLLIN'S BARRIG 1131 20 PULID   *,DNA ,12,GRUPO APEX
747220,MACHET COLLIN'S BARRIG 1131 20 PULID   *,UND ,1,GRUPO APEX
747238,MACHET COLLIN'S BARRIG 1131-22 PULID   *,C12 ,12,GRUPO APEX
747238,MACHET COLLIN'S BARRIG 1131-22 PULID   *,C72 ,72,GRUPO APEX
747238,MACHET COLLIN'S BARRIG 1131-22 PULID   *,DNA ,12,GRUPO APEX
747238,MACHET COLLIN'S BARRIG 1131-22 PULID   *,UND ,1,GRUPO APEX
747261,MACHET COLLIN'S BARRIG 1131-18 NIQU    *,C12 ,12,GRUPO APEX
747261,MACHET COLLIN'S BARRIG 1131-18 NIQU    *,DNA ,12,GRUPO APEX
747261,MACHET COLLIN'S BARRIG 1131-18 NIQU    *,UND ,1,GRUPO APEX
747279,MACHET COLLIN'S BARRIG 1131-20 NIQU    *,C12 ,12,GRUPO APEX
747279,MACHET COLLIN'S BARRIG 1131-20 NIQU    *,C72 ,72,GRUPO APEX
747279,MACHET COLLIN'S BARRIG 1131-20 NIQU    *,DNA ,12,GRUPO APEX
747279,MACHET COLLIN'S BARRIG 1131-20 NIQU    *,UND ,1,GRUPO APEX
747287,MACHET COLLIN'S BARRIG 1131-22 NIQ  (6)*,C12 ,12,GRUPO APEX
747287,MACHET COLLIN'S BARRIG 1131-22 NIQ  (6)*,C72 ,72,GRUPO APEX
747287,MACHET COLLIN'S BARRIG 1131-22 NIQ  (6)*,DNA ,12,GRUPO APEX
747287,MACHET COLLIN'S BARRIG 1131-22 NIQ  (6)*,UND ,1,GRUPO APEX
747329,RULA COLLIN'S PULIDA 706-24 CACHA RJA  *,C12 ,12,GRUPO APEX
747329,RULA COLLIN'S PULIDA 706-24 CACHA RJA  *,C72 ,72,GRUPO APEX
747329,RULA COLLIN'S PULIDA 706-24 CACHA RJA  *,DNA ,12,GRUPO APEX
747329,RULA COLLIN'S PULIDA 706-24 CACHA RJA  *,UND ,1,GRUPO APEX
747337,RULA COLLIN'S PULIDA 706-24 CACHA NGR  *,C12 ,12,GRUPO APEX
747337,RULA COLLIN'S PULIDA 706-24 CACHA NGR  *,C72 ,72,GRUPO APEX
747337,RULA COLLIN'S PULIDA 706-24 CACHA NGR  *,DNA ,12,GRUPO APEX
747337,RULA COLLIN'S PULIDA 706-24 CACHA NGR  *,UND ,1,GRUPO APEX
747360,RULA COLLIN'S PULIDA 191-24            *,C12 ,12,GRUPO APEX
747360,RULA COLLIN'S PULIDA 191-24            *,C72 ,72,GRUPO APEX
747360,RULA COLLIN'S PULIDA 191-24            *,DNA ,12,GRUPO APEX
747360,RULA COLLIN'S PULIDA 191-24            *,UND ,1,GRUPO APEX
747394,PACORA NATURAL       898-15            *,C12 ,12,GRUPO APEX
747394,PACORA NATURAL       898-15            *,C72 ,72,GRUPO APEX
747394,PACORA NATURAL       898-15            *,DNA ,12,GRUPO APEX
747394,PACORA NATURAL       898-15            *,UND ,1,GRUPO APEX
748012,ALMADANA CON CABO 2  LBS COLIMA,C4  ,4,INCOLMA
748012,ALMADANA CON CABO 2  LBS COLIMA,E6  ,6,INCOLMA
748012,ALMADANA CON CABO 2  LBS COLIMA,UND ,1,INCOLMA
748020,ALMADANA CON CABO 3  LBS  COLIMA,C4  ,4,INCOLMA
748020,ALMADANA CON CABO 3  LBS  COLIMA,E6  ,6,INCOLMA
748020,ALMADANA CON CABO 3  LBS  COLIMA,UND ,1,INCOLMA
748038,ALMADANA CON CABO 4  LBS  COLIMA,C4  ,4,INCOLMA
748038,ALMADANA CON CABO 4  LBS  COLIMA,E6  ,6,INCOLMA
748038,ALMADANA CON CABO 4  LBS  COLIMA,UND ,1,INCOLMA
748046,ALMADANA CON CABO 6  LBS  COLIMA        ,UND ,1,INCOLMA
748061,ALMADANA CON CABO 8  LBS  COLIMA,UND ,1,INCOLMA
748079,ALMADANA CON CABO 10 LBS  COLIMA,UND ,1,INCOLMA
748087,ALMADANA CON CABO 12 LBS  COLIMA,UND ,1,INCOLMA
748129,HACHA 3 LBS  4309  COLIMA              *,C12 ,12,INCOLMA
748129,HACHA 3 LBS  4309  COLIMA              *,E6  ,6,INCOLMA
748129,HACHA 3 LBS  4309  COLIMA              *,UND ,1,INCOLMA
748137,HACHA 3.1/2 LBS  4310  COLIMA          *,C12 ,12,INCOLMA
748137,HACHA 3.1/2 LBS  4310  COLIMA          *,E6  ,6,INCOLMA
748137,HACHA 3.1/2 LBS  4310  COLIMA          *,UND ,1,INCOLMA
748145,HACHA 4 LBS  4310  COLIMA              *,C12 ,12,INCOLMA
748145,HACHA 4 LBS  4310  COLIMA              *,E6  ,6,INCOLMA
748145,HACHA 4 LBS  4310  COLIMA              *,UND ,1,INCOLMA
748152,HACHA 3 LBS  4311  COLIMA              *,C12 ,12,INCOLMA
748152,HACHA 3 LBS  4311  COLIMA              *,E8  ,8,INCOLMA
748152,HACHA 3 LBS  4311  COLIMA              *,UND ,1,INCOLMA
748160,HACHA 3.1/2 LBS  4311  COLIMA          *,C12 ,12,INCOLMA
748160,HACHA 3.1/2 LBS  4311  COLIMA          *,UND ,1,INCOLMA
748350,AZADON REFORZADO 3118 2.95LB COLIMA    *,C12 ,12,INCOLMA
748350,AZADON REFORZADO 3118 2.95LB COLIMA    *,UND ,1,INCOLMA
748368,AZADON REFORZADO 3120 3LB COLIMA       *,C12 ,12,INCOLMA
748368,AZADON REFORZADO 3120 3LB COLIMA       *,E12 ,12,INCOLMA
748368,AZADON REFORZADO 3120 3LB COLIMA       *,UND ,1,INCOLMA
748384,AZADON CAFETERO N°1  3753  COLIMA      *,C12 ,12,INCOLMA
748384,AZADON CAFETERO N°1  3753  COLIMA      *,UND ,1,INCOLMA
748418,AZADON CAFETERO N°2  3753  COLIMA      *,C12 ,12,INCOLMA
748418,AZADON CAFETERO N°2  3753  COLIMA      *,E12 ,12,INCOLMA
748418,AZADON CAFETERO N°2  3753  COLIMA      *,UND ,1,INCOLMA
748426,AZADON CAFETERO N°3  3753  COLIMA      *,C12 ,12,INCOLMA
748426,AZADON CAFETERO N°3  3753  COLIMA      *,UND ,1,INCOLMA
750026,BROCAS ACERO RAP HSS  1/16  INCOL,C12 ,12,INCOLMA
750026,BROCAS ACERO RAP HSS  1/16  INCOL,DNA ,12,INCOLMA
750026,BROCAS ACERO RAP HSS  1/16  INCOL,E36 ,36,INCOLMA
750026,BROCAS ACERO RAP HSS  1/16  INCOL,PQ12,12,INCOLMA
750026,BROCAS ACERO RAP HSS  1/16  INCOL,PTE ,12,INCOLMA
750026,BROCAS ACERO RAP HSS  1/16  INCOL,UND ,1,INCOLMA
750042,BROCAS ACERO RAP HSS  5/64 INCOL,C12 ,12,INCOLMA
750042,BROCAS ACERO RAP HSS  5/64 INCOL,C6  ,6,INCOLMA
750042,BROCAS ACERO RAP HSS  5/64 INCOL,DNA ,12,INCOLMA
750042,BROCAS ACERO RAP HSS  5/64 INCOL,E36 ,36,INCOLMA
750042,BROCAS ACERO RAP HSS  5/64 INCOL,PQ12,12,INCOLMA
750042,BROCAS ACERO RAP HSS  5/64 INCOL,PTE ,12,INCOLMA
750042,BROCAS ACERO RAP HSS  5/64 INCOL,UND ,1,INCOLMA
750067,BROCAS ACERO RAP HSS  3/32  INCOL,C12 ,12,INCOLMA
750067,BROCAS ACERO RAP HSS  3/32  INCOL,C6  ,6,INCOLMA
750067,BROCAS ACERO RAP HSS  3/32  INCOL,DNA ,12,INCOLMA
750067,BROCAS ACERO RAP HSS  3/32  INCOL,E36 ,36,INCOLMA
750067,BROCAS ACERO RAP HSS  3/32  INCOL,PQ12,12,INCOLMA
750067,BROCAS ACERO RAP HSS  3/32  INCOL,PTE ,12,INCOLMA
750067,BROCAS ACERO RAP HSS  3/32  INCOL,UND ,1,INCOLMA
750083,BROCAS ACERO RAP HSS  7/64 INCOL,C12 ,12,INCOLMA
750083,BROCAS ACERO RAP HSS  7/64 INCOL,C6  ,6,INCOLMA
750083,BROCAS ACERO RAP HSS  7/64 INCOL,DNA ,12,INCOLMA
750083,BROCAS ACERO RAP HSS  7/64 INCOL,E36 ,36,INCOLMA
750083,BROCAS ACERO RAP HSS  7/64 INCOL,PQ12,12,INCOLMA
750083,BROCAS ACERO RAP HSS  7/64 INCOL,PTE ,12,INCOLMA
750083,BROCAS ACERO RAP HSS  7/64 INCOL,UND ,1,INCOLMA
750109,BROCAS ACERO RAP HSS  1/8  INCOL,C12 ,12,INCOLMA
750109,BROCAS ACERO RAP HSS  1/8  INCOL,C6  ,6,INCOLMA
750109,BROCAS ACERO RAP HSS  1/8  INCOL,DNA ,12,INCOLMA
750109,BROCAS ACERO RAP HSS  1/8  INCOL,E36 ,36,INCOLMA
750109,BROCAS ACERO RAP HSS  1/8  INCOL,PQ12,12,INCOLMA
750109,BROCAS ACERO RAP HSS  1/8  INCOL,PTE ,12,INCOLMA
750109,BROCAS ACERO RAP HSS  1/8  INCOL,UND ,1,INCOLMA
750125,BROCAS ACERO RAP HSS  9/64  INCOL,C12 ,12,INCOLMA
750125,BROCAS ACERO RAP HSS  9/64  INCOL,C6  ,6,INCOLMA
750125,BROCAS ACERO RAP HSS  9/64  INCOL,DNA ,12,INCOLMA
750125,BROCAS ACERO RAP HSS  9/64  INCOL,E36 ,36,INCOLMA
750125,BROCAS ACERO RAP HSS  9/64  INCOL,PQ12,12,INCOLMA
750125,BROCAS ACERO RAP HSS  9/64  INCOL,PTE ,12,INCOLMA
750125,BROCAS ACERO RAP HSS  9/64  INCOL,UND ,1,INCOLMA
750141,BROCAS ACERO RAP HSS  5/32  INCOL,C12 ,12,INCOLMA
750141,BROCAS ACERO RAP HSS  5/32  INCOL,C6  ,6,INCOLMA
750141,BROCAS ACERO RAP HSS  5/32  INCOL,DNA ,12,INCOLMA
750141,BROCAS ACERO RAP HSS  5/32  INCOL,E36 ,36,INCOLMA
750141,BROCAS ACERO RAP HSS  5/32  INCOL,PQ12,12,INCOLMA
750141,BROCAS ACERO RAP HSS  5/32  INCOL,PTE ,12,INCOLMA
750141,BROCAS ACERO RAP HSS  5/32  INCOL,UND ,1,INCOLMA
750166,BROCAS ACERO RAP HSS 11/64  INCOL,C12 ,12,INCOLMA
750166,BROCAS ACERO RAP HSS 11/64  INCOL,C6  ,6,INCOLMA
750166,BROCAS ACERO RAP HSS 11/64  INCOL,DNA ,12,INCOLMA
750166,BROCAS ACERO RAP HSS 11/64  INCOL,E36 ,36,INCOLMA
750166,BROCAS ACERO RAP HSS 11/64  INCOL,PQ12,12,INCOLMA
750166,BROCAS ACERO RAP HSS 11/64  INCOL,PTE ,12,INCOLMA
750166,BROCAS ACERO RAP HSS 11/64  INCOL,UND ,1,INCOLMA
750182,BROCAS ACERO RAP HSS  3/16  INCOL,C12 ,12,INCOLMA
750182,BROCAS ACERO RAP HSS  3/16  INCOL,C144,144,INCOLMA
750182,BROCAS ACERO RAP HSS  3/16  INCOL,C6  ,6,INCOLMA
750182,BROCAS ACERO RAP HSS  3/16  INCOL,DNA ,12,INCOLMA
750182,BROCAS ACERO RAP HSS  3/16  INCOL,PQ12,12,INCOLMA
750182,BROCAS ACERO RAP HSS  3/16  INCOL,PTE ,12,INCOLMA
750182,BROCAS ACERO RAP HSS  3/16  INCOL,UND ,1,INCOLMA
750208,BROCAS ACERO RAP HSS 13/64  INCOL,C12 ,12,INCOLMA
750208,BROCAS ACERO RAP HSS 13/64  INCOL,C36 ,36,INCOLMA
750208,BROCAS ACERO RAP HSS 13/64  INCOL,C6  ,6,INCOLMA
750208,BROCAS ACERO RAP HSS 13/64  INCOL,DNA ,12,INCOLMA
750208,BROCAS ACERO RAP HSS 13/64  INCOL,E24 ,24,INCOLMA
750208,BROCAS ACERO RAP HSS 13/64  INCOL,PQ6 ,6,INCOLMA
750208,BROCAS ACERO RAP HSS 13/64  INCOL,PTE ,6,INCOLMA
750208,BROCAS ACERO RAP HSS 13/64  INCOL,UND ,1,INCOLMA
750224,BROCAS ACERO RAP HSS  7/32  INCOL,C12 ,12,INCOLMA
750224,BROCAS ACERO RAP HSS  7/32  INCOL,C6  ,6,INCOLMA
750224,BROCAS ACERO RAP HSS  7/32  INCOL,DNA ,12,INCOLMA
750224,BROCAS ACERO RAP HSS  7/32  INCOL,E24 ,24,INCOLMA
750224,BROCAS ACERO RAP HSS  7/32  INCOL,PQ6 ,6,INCOLMA
750224,BROCAS ACERO RAP HSS  7/32  INCOL,PTE ,6,INCOLMA
750224,BROCAS ACERO RAP HSS  7/32  INCOL,UND ,1,INCOLMA
750240,BROCAS ACERO RAP HSS 15/64  INCOL,C12 ,12,INCOLMA
750240,BROCAS ACERO RAP HSS 15/64  INCOL,C6  ,6,INCOLMA
750240,BROCAS ACERO RAP HSS 15/64  INCOL,DNA ,12,INCOLMA
750240,BROCAS ACERO RAP HSS 15/64  INCOL,E24 ,24,INCOLMA
750240,BROCAS ACERO RAP HSS 15/64  INCOL,PQ6 ,6,INCOLMA
750240,BROCAS ACERO RAP HSS 15/64  INCOL,PTE ,6,INCOLMA
750240,BROCAS ACERO RAP HSS 15/64  INCOL,UND ,1,INCOLMA
750265,BROCAS ACERO RAP HSS  1/4 INCOL,C12 ,12,INCOLMA
750265,BROCAS ACERO RAP HSS  1/4 INCOL,C6  ,6,INCOLMA
750265,BROCAS ACERO RAP HSS  1/4 INCOL,DNA ,12,INCOLMA
750265,BROCAS ACERO RAP HSS  1/4 INCOL,E24 ,24,INCOLMA
750265,BROCAS ACERO RAP HSS  1/4 INCOL,PQ6 ,6,INCOLMA
750265,BROCAS ACERO RAP HSS  1/4 INCOL,PTE ,6,INCOLMA
750265,BROCAS ACERO RAP HSS  1/4 INCOL,UND ,1,INCOLMA
750281,BROCAS ACERO RAP HSS 17/64  INCOL,C12 ,12,INCOLMA
750281,BROCAS ACERO RAP HSS 17/64  INCOL,C36 ,36,INCOLMA
750281,BROCAS ACERO RAP HSS 17/64  INCOL,C6  ,6,INCOLMA
750281,BROCAS ACERO RAP HSS 17/64  INCOL,DNA ,12,INCOLMA
750281,BROCAS ACERO RAP HSS 17/64  INCOL,E24 ,24,INCOLMA
750281,BROCAS ACERO RAP HSS 17/64  INCOL,PQ6 ,6,INCOLMA
750281,BROCAS ACERO RAP HSS 17/64  INCOL,PTE ,6,INCOLMA
750281,BROCAS ACERO RAP HSS 17/64  INCOL,UND ,1,INCOLMA
750307,BROCAS ACERO RAP HSS  9/32 INCOL,C12 ,12,INCOLMA
750307,BROCAS ACERO RAP HSS  9/32 INCOL,C6  ,6,INCOLMA
750307,BROCAS ACERO RAP HSS  9/32 INCOL,DNA ,12,INCOLMA
750307,BROCAS ACERO RAP HSS  9/32 INCOL,E24 ,24,INCOLMA
750307,BROCAS ACERO RAP HSS  9/32 INCOL,PQ6 ,6,INCOLMA
750307,BROCAS ACERO RAP HSS  9/32 INCOL,PTE ,6,INCOLMA
750307,BROCAS ACERO RAP HSS  9/32 INCOL,UND ,1,INCOLMA
750323,BROCAS ACERO RAP HSS 19/64  INCOL,C12 ,12,INCOLMA
750323,BROCAS ACERO RAP HSS 19/64  INCOL,C36 ,36,INCOLMA
750323,BROCAS ACERO RAP HSS 19/64  INCOL,C6  ,6,INCOLMA
750323,BROCAS ACERO RAP HSS 19/64  INCOL,DNA ,12,INCOLMA
750323,BROCAS ACERO RAP HSS 19/64  INCOL,PQ6 ,6,INCOLMA
750323,BROCAS ACERO RAP HSS 19/64  INCOL,PTE ,6,INCOLMA
750323,BROCAS ACERO RAP HSS 19/64  INCOL,UND ,1,INCOLMA
750349,BROCAS ACERO RAP HSS  5/16  INCOL,C12 ,12,INCOLMA
750349,BROCAS ACERO RAP HSS  5/16  INCOL,C6  ,6,INCOLMA
750349,BROCAS ACERO RAP HSS  5/16  INCOL,DNA ,12,INCOLMA
750349,BROCAS ACERO RAP HSS  5/16  INCOL,E24 ,24,INCOLMA
750349,BROCAS ACERO RAP HSS  5/16  INCOL,PQ6 ,6,INCOLMA
750349,BROCAS ACERO RAP HSS  5/16  INCOL,PTE ,6,INCOLMA
750349,BROCAS ACERO RAP HSS  5/16  INCOL,UND ,1,INCOLMA
750364,BROCAS ACERO RAP HSS 21/64  INCOL,C12 ,12,INCOLMA
750364,BROCAS ACERO RAP HSS 21/64  INCOL,C6  ,6,INCOLMA
750364,BROCAS ACERO RAP HSS 21/64  INCOL,DNA ,12,INCOLMA
750364,BROCAS ACERO RAP HSS 21/64  INCOL,E24 ,24,INCOLMA
750364,BROCAS ACERO RAP HSS 21/64  INCOL,PQ6 ,6,INCOLMA
750364,BROCAS ACERO RAP HSS 21/64  INCOL,PTE ,6,INCOLMA
750364,BROCAS ACERO RAP HSS 21/64  INCOL,UND ,1,INCOLMA
750380,BROCAS ACERO RAP HSS 11/32 INCOL,C12 ,12,INCOLMA
750380,BROCAS ACERO RAP HSS 11/32 INCOL,C6  ,6,INCOLMA
750380,BROCAS ACERO RAP HSS 11/32 INCOL,DNA ,12,INCOLMA
750380,BROCAS ACERO RAP HSS 11/32 INCOL,E24 ,24,INCOLMA
750380,BROCAS ACERO RAP HSS 11/32 INCOL,PQ6 ,6,INCOLMA
750380,BROCAS ACERO RAP HSS 11/32 INCOL,PTE ,6,INCOLMA
750380,BROCAS ACERO RAP HSS 11/32 INCOL,UND ,1,INCOLMA
750406,BROCAS ACERO RAP HSS 23/64  INCOL,C12 ,12,INCOLMA
750406,BROCAS ACERO RAP HSS 23/64  INCOL,C36 ,36,INCOLMA
750406,BROCAS ACERO RAP HSS 23/64  INCOL,C6  ,6,INCOLMA
750406,BROCAS ACERO RAP HSS 23/64  INCOL,DNA ,12,INCOLMA
750406,BROCAS ACERO RAP HSS 23/64  INCOL,E24 ,24,INCOLMA
750406,BROCAS ACERO RAP HSS 23/64  INCOL,PQ6 ,6,INCOLMA
750406,BROCAS ACERO RAP HSS 23/64  INCOL,PTE ,6,INCOLMA
750406,BROCAS ACERO RAP HSS 23/64  INCOL,UND ,1,INCOLMA
750422,BROCAS ACERO RAP HSS  3/8   INCOL,C12 ,12,INCOLMA
750422,BROCAS ACERO RAP HSS  3/8   INCOL,C36 ,36,INCOLMA
750422,BROCAS ACERO RAP HSS  3/8   INCOL,C6  ,6,INCOLMA
750422,BROCAS ACERO RAP HSS  3/8   INCOL,DNA ,12,INCOLMA
