codigo_producto,descripcion,unidad,factor,Proveedor
15255,BISAGRA NUDO 3 LATON C/T CL 14  VERA,UND ,1,VERA
15263,BISAGRA NUDO 3.1/2 LATON C/T CL 14  VERA,C24 ,24,VERA
15263,BISAGRA NUDO 3.1/2 LATON C/T CL 14  VERA,UND ,1,VERA
15404,BISAG NUD  2.1/2 HR C/P CL 16 (A) VERA,C24 ,24,VERA
15404,BISAG NUD  2.1/2 HR C/P CL 16 (A) VERA,UND ,1,VERA
15438,BISAG NUD  3 HR  C/P CL 16  (A) VERA,C24 ,24,VERA
15438,BISAG NUD  3 HR  C/P CL 16  (A) VERA,UND ,1,VERA
15446,BISAG NUD  3.1/2 HR C/P CT CL 16  VERA,C24 ,24,VERA
15446,BISAG NUD  3.1/2 HR C/P CT CL 16  VERA,UND ,1,VERA
15461,BISAG NUD 2.1/2 LATON C/P CL 16 (A) VERA,C24 ,24,VERA
15461,BISAG NUD 2.1/2 LATON C/P CL 16 (A) VERA,UND ,1,VERA
15495,BISAG NUD 3 LATON C/P CL 16 (A) VERA    ,C24 ,24,VERA
15495,BISAG NUD 3 LATON C/P CL 16 (A) VERA    ,UND ,1,VERA
15503,BISAGRA NUDO 3.1/2 LATON C/P CL 16  VERA,C24 ,24,VERA
15503,BISAGRA NUDO 3.1/2 LATON C/P CL 16  VERA,UND ,1,VERA
15537,BISAG NUD 2.1/2 HR C/T C/P CL16 (A) VERA,C24 ,24,VERA
15537,BISAG NUD 2.1/2 HR C/T C/P CL16 (A) VERA,UND ,1,VERA
15545,BISAG NUD  3 HR C/T C/P CL 16 ( A)  VERA,C24 ,24,VERA
15545,BISAG NUD  3 HR C/T C/P CL 16 ( A)  VERA,UND ,1,VERA
15552,BISAG NUD 3.1/2 HR C/T C/P CL16 (A) VERA,C24 ,24,VERA
15552,BISAG NUD 3.1/2 HR C/T C/P CL16 (A) VERA,UND ,1,VERA
15578,BISAG NUD 2.1/2 LATON CT CP CL16 (A)VERA,C24 ,24,VERA
15578,BISAG NUD 2.1/2 LATON CT CP CL16 (A)VERA,UND ,1,VERA
15586,BISAG NUD 3 LATON CT CP CL 16  (A) VERA,C24 ,24,VERA
15586,BISAG NUD 3 LATON CT CP CL 16  (A) VERA,UND ,1,VERA
15594,BISAG NUD 3.1/2 LATON CT CP CL16(A) VERA,C24 ,24,VERA
15594,BISAG NUD 3.1/2 LATON CT CP CL16(A) VERA,UND ,1,VERA
15644,BISAGRA NUDO  3  GALV  C/T C/P  VERA,C24 ,24,VERA
15644,BISAGRA NUDO  3  GALV  C/T C/P  VERA,UND ,1,VERA
15693,BISAGRA NUDO  2.1/2 GALV C/T C/P  VERA,C24 ,24,VERA
15693,BISAGRA NUDO  2.1/2 GALV C/T C/P  VERA,UND ,1,VERA
15818,BISAGRA NUDO 2.1/2 NIQ CP CT  VERA,C24 ,24,VERA
15818,BISAGRA NUDO 2.1/2 NIQ CP CT  VERA,UND ,1,VERA
15826,BISAGRA NUDO  3  NIQ CP CT  VERA,C24 ,24,VERA
15826,BISAGRA NUDO  3  NIQ CP CT  VERA,UND ,1,VERA
15842,BISAGRA NUDO 2.1/2 NIQUEL CR CTCL16 VERA,C24 ,24,VERA
15842,BISAGRA NUDO 2.1/2 NIQUEL CR CTCL16 VERA,UND ,1,VERA
15859,BISAGRA NUDO 3  NIQUEL CR C/T CL16  VERA,C24 ,24,VERA
15859,BISAGRA NUDO 3  NIQUEL CR C/T CL16  VERA,UND ,1,VERA
16006,BISAGRA  OMEGA 3 LATONADA   S/T  VERA,C24 ,24,VERA
16006,BISAGRA  OMEGA 3 LATONADA   S/T  VERA,UND ,1,VERA
16030,BISAGRA  OMEGA 3 LATONADA   C/T  VERA,C24 ,24,VERA
16030,BISAGRA  OMEGA 3 LATONADA   C/T  VERA,UND ,1,VERA
16501,BISAGRA  PIANO 25 MM LATONADA (TIR) VERA,UND ,1,VERA
16527,BISAGRA  PIANO 30 MM LATONADA TIR   VERA,UND ,1,VERA
16543,BISAGRA   PIANO 25 MM HIERRO TIR  VERA,UND ,1,VERA
16568,BISAGRA   PIANO 30 MM HIERRO  TIR   VERA,UND ,1,VERA
17533,BISAGRA  DOBLE ACCION DE 3  NEGRO  VERA ,PAR ,2,VERA
17533,BISAGRA  DOBLE ACCION DE 3  NEGRO  VERA ,UND ,1,VERA
18002,PASADOR VERA COMUN  3  NEG,C12 ,12,VERA
18002,PASADOR VERA COMUN  3  NEG,UND ,1,VERA
18010,PASADOR COMUN NGRO CT 3pg VERA,C12 ,12,VERA
18010,PASADOR COMUN NGRO CT 3pg VERA,C48 ,48,VERA
18010,PASADOR COMUN NGRO CT 3pg VERA,E72 ,72,VERA
18010,PASADOR COMUN NGRO CT 3pg VERA,UND ,1,VERA
18036,PASADOR  COMUN  4  NEGRO  VERA,C12 ,12,VERA
18036,PASADOR  COMUN  4  NEGRO  VERA,UND ,1,VERA
18044,PASADOR COMUN NGRO CT 4pg VERA,C12 ,12,VERA
18044,PASADOR COMUN NGRO CT 4pg VERA,C48 ,48,VERA
18044,PASADOR COMUN NGRO CT 4pg VERA,E72 ,72,VERA
18044,PASADOR COMUN NGRO CT 4pg VERA,UND ,1,VERA
18069,PASADOR  COMUN  5  NEGRO  VERA,C12 ,12,VERA
18069,PASADOR  COMUN  5  NEGRO  VERA,UND ,1,VERA
18077,PASADOR COMUN NGRO CT 5pg VERA,C12 ,12,VERA
18077,PASADOR COMUN NGRO CT 5pg VERA,C48 ,48,VERA
18077,PASADOR COMUN NGRO CT 5pg VERA,E72 ,72,VERA
18077,PASADOR COMUN NGRO CT 5pg VERA,UND ,1,VERA
18093,PASADOR  COMUN  6  NEGRO  VERA,C12 ,12,VERA
18093,PASADOR  COMUN  6  NEGRO  VERA,UND ,1,VERA
18101,PASADOR COMUN NGRO CT 6pg VERA          ,C12 ,12,VERA
18101,PASADOR COMUN NGRO CT 6pg VERA          ,UND ,1,VERA
18135,PASADOR  COMUN  3  LATONADO C/T  VERA,C12 ,12,VERA
18135,PASADOR  COMUN  3  LATONADO C/T  VERA,UND ,1,VERA
18168,PASADOR  COMUN  4  LATONADO C/T  VERA,C12 ,12,VERA
18168,PASADOR  COMUN  4  LATONADO C/T  VERA,UND ,1,VERA
19000,PASADOR VERA GERMANO 1.1/2  NEG,C12 ,12,VERA
19000,PASADOR VERA GERMANO 1.1/2  NEG,UND ,1,VERA
19018,PASADOR GERMANO NGRO CT 1.1/2pg VERA,C12 ,12,VERA
19018,PASADOR GERMANO NGRO CT 1.1/2pg VERA,UND ,1,VERA
19034,PASADOR  GERMANO 2   NEGRO  VERA,C12 ,12,VERA
19034,PASADOR  GERMANO 2   NEGRO  VERA,UND ,1,VERA
19059,PASADOR GERMANO NGRO CT 2pg VERA,C12 ,12,VERA
19059,PASADOR GERMANO NGRO CT 2pg VERA,UND ,1,VERA
19067,PASADOR  GERMANO 2.1/2  NEGRO  VERA,C12 ,12,VERA
19067,PASADOR  GERMANO 2.1/2  NEGRO  VERA,UND ,1,VERA
19075,PASADOR GERMANO NGRO CT 2.1/2pg VERA,C12 ,12,VERA
19075,PASADOR GERMANO NGRO CT 2.1/2pg VERA,UND ,1,VERA
19091,PASADOR  GERMANO 3   NEGRO  VERA,C12 ,12,VERA
19091,PASADOR  GERMANO 3   NEGRO  VERA,UND ,1,VERA
19109,PASADOR GERMANO NGRO CT 3pg VERA        ,C12 ,12,VERA
19109,PASADOR GERMANO NGRO CT 3pg VERA        ,UND ,1,VERA
19125,PASADOR GERMANO 1.1/2  LATONADO   VERA,C12 ,12,VERA
19125,PASADOR GERMANO 1.1/2  LATONADO   VERA,UND ,1,VERA
19133,PASADOR GERMANO 1.1/2  LATONADO C/T VERA,C12 ,12,VERA
19133,PASADOR GERMANO 1.1/2  LATONADO C/T VERA,UND ,1,VERA
19166,PASADOR  GERMANO 2   LATONADO C/T  VERA,C12 ,12,VERA
19166,PASADOR  GERMANO 2   LATONADO C/T  VERA,UND ,1,VERA
19182,PASADOR  GERMANO 2.1/2  LATONADO  VERA,C12 ,12,VERA
19182,PASADOR  GERMANO 2.1/2  LATONADO  VERA,UND ,1,VERA
19190,PASADOR GERMANO LAT CT 2.1/2pg VERA,C12 ,12,VERA
19190,PASADOR GERMANO LAT CT 2.1/2pg VERA,UND ,1,VERA
19208,PASADOR GERMANO LAT CT 3pg VERA,C12 ,12,VERA
19208,PASADOR GERMANO LAT CT 3pg VERA,UND ,1,VERA
19216,PASADOR VERA GERMANO 3      LATONADO,C12 ,12,VERA
19216,PASADOR VERA GERMANO 3      LATONADO,UND ,1,VERA
19323,PASADOR  AMERICANO ESMERALDA CT  VERA   ,C12 ,12,VERA
19323,PASADOR  AMERICANO ESMERALDA CT  VERA   ,UND ,1,VERA
19349,PASADOR  AMERICANO ORO  CT   VERA  (X1),C12 ,12,VERA
19349,PASADOR  AMERICANO ORO  CT   VERA  (X1),UND ,1,VERA
19364,PASADOR  AMERICANO LATONADO CT  VERA,C12 ,12,VERA
19364,PASADOR  AMERICANO LATONADO CT  VERA,UND ,1,VERA
19380,PASADOR  AMERICANO NIQUELADO CT  VERA,C12 ,12,VERA
19380,PASADOR  AMERICANO NIQUELADO CT  VERA,UND ,1,VERA
19406,PASADOR  AMERICANO ANODIZ CT  VERA,C12 ,12,VERA
19406,PASADOR  AMERICANO ANODIZ CT  VERA,UND ,1,VERA
19448,PASADOR  AMERICANO BLANCO CT   VERA,C12 ,12,VERA
19448,PASADOR  AMERICANO BLANCO CT   VERA,UND ,1,VERA
19513,PASADOR  EURO GDE ORO  CT 3.3/4   VERA,C12 ,12,VERA
19513,PASADOR  EURO GDE ORO  CT 3.3/4   VERA,UND ,1,VERA
19539,PASADOR  EURO GDE ANODI CT 3.3/4  VERA,C12 ,12,VERA
19539,PASADOR  EURO GDE ANODI CT 3.3/4  VERA,UND ,1,VERA
19554,PASADOR EURO GRANDE NIQUEL CT3.3/4pgVERA,C12 ,12,VERA
19554,PASADOR EURO GRANDE NIQUEL CT3.3/4pgVERA,C48 ,48,VERA
19554,PASADOR EURO GRANDE NIQUEL CT3.3/4pgVERA,E24 ,24,VERA
19554,PASADOR EURO GRANDE NIQUEL CT3.3/4pgVERA,E48 ,48,VERA
19554,PASADOR EURO GRANDE NIQUEL CT3.3/4pgVERA,UND ,1,VERA
19588,PASADOR  EURO MED ORO   CT 2.3/4   VERA,C12 ,12,VERA
19588,PASADOR  EURO MED ORO   CT 2.3/4   VERA,UND ,1,VERA
19604,PASADOR  EURO MED ANODI CT 2.3/4   VERA,C12 ,12,VERA
19604,PASADOR  EURO MED ANODI CT 2.3/4   VERA,UND ,1,VERA
19620,PASADOR EURO MEDIANO NIQUELCT2.3/4pgVERA,C12 ,12,VERA
19620,PASADOR EURO MEDIANO NIQUELCT2.3/4pgVERA,C48 ,48,VERA
19620,PASADOR EURO MEDIANO NIQUELCT2.3/4pgVERA,E24 ,24,VERA
19620,PASADOR EURO MEDIANO NIQUELCT2.3/4pgVERA,E48 ,48,VERA
19620,PASADOR EURO MEDIANO NIQUELCT2.3/4pgVERA,UND ,1,VERA
19661,PASADOR EURO PEQ ORO CT 2.1/4    VERA,C12 ,12,VERA
19661,PASADOR EURO PEQ ORO CT 2.1/4    VERA,C18 ,18,VERA
19661,PASADOR EURO PEQ ORO CT 2.1/4    VERA,UND ,1,VERA
19687,PASADOR  EURO PEQ ANODI CT 2.1/4  VERA  ,C12 ,12,VERA
19687,PASADOR  EURO PEQ ANODI CT 2.1/4  VERA  ,C18 ,18,VERA
19687,PASADOR  EURO PEQ ANODI CT 2.1/4  VERA  ,UND ,1,VERA
19703,PASADOR EURO PEQ NIQUEL CT 2.1/4pg VERA,C12 ,12,VERA
19703,PASADOR EURO PEQ NIQUEL CT 2.1/4pg VERA,C18 ,18,VERA
19703,PASADOR EURO PEQ NIQUEL CT 2.1/4pg VERA,E24 ,24,VERA
19703,PASADOR EURO PEQ NIQUEL CT 2.1/4pg VERA,E48 ,48,VERA
19703,PASADOR EURO PEQ NIQUEL CT 2.1/4pg VERA,UND ,1,VERA
19968,PASADOR PLANO LUJO LAT CT 2pg VERA,C12 ,12,VERA
19968,PASADOR PLANO LUJO LAT CT 2pg VERA,UND ,1,VERA
19984,PASADOR PLANO LUJO LAT CT 2.1/2pg VERA,C12 ,12,VERA
19984,PASADOR PLANO LUJO LAT CT 2.1/2pg VERA,UND ,1,VERA
20008,PASADOR VERA PLANO   1.1/2  LATONADO,C12 ,12,VERA
20008,PASADOR VERA PLANO   1.1/2  LATONADO,UND ,1,VERA
20016,PASADOR PLANO LAT CT 1.1/2pg VERA,C12 ,12,VERA
20016,PASADOR PLANO LAT CT 1.1/2pg VERA,C48 ,48,VERA
20016,PASADOR PLANO LAT CT 1.1/2pg VERA,UND ,1,VERA
20032,PASADOR  PLANO 2  LATONADO  VERA,C12 ,12,VERA
20032,PASADOR  PLANO 2  LATONADO  VERA,UND ,1,VERA
20040,PASADOR PLANO LAT CT 2pg VERA,C12 ,12,VERA
20040,PASADOR PLANO LAT CT 2pg VERA,C48 ,48,VERA
20040,PASADOR PLANO LAT CT 2pg VERA,UND ,1,VERA
20065,PASADOR  PLANO  2.1/2  LATONADO  VERA,C12 ,12,VERA
20065,PASADOR  PLANO  2.1/2  LATONADO  VERA,UND ,1,VERA
20073,PASADOR PLANO LAT CT 2.1/2pg VERA,C12 ,12,VERA
20073,PASADOR PLANO LAT CT 2.1/2pg VERA,C48 ,48,VERA
20073,PASADOR PLANO LAT CT 2.1/2pg VERA,UND ,1,VERA
20099,PASADOR  PLANO  3  LATONADO  VERA,C12 ,12,VERA
20099,PASADOR  PLANO  3  LATONADO  VERA,UND ,1,VERA
20107,PASADOR  PLANO  3  LATONADO C/T  VERA,C12 ,12,VERA
20107,PASADOR  PLANO  3  LATONADO C/T  VERA,UND ,1,VERA
20123,PASADOR VERA PLANO   1.1/2  NIQ  CT,C12 ,12,VERA
20123,PASADOR VERA PLANO   1.1/2  NIQ  CT,UND ,1,VERA
20156,PASADOR VERA PLANO   2      NIQ CT,C12 ,12,VERA
20156,PASADOR VERA PLANO   2      NIQ CT,UND ,1,VERA
21006,PASADOR VERA SUECO   2      NEG,C12 ,12,VERA
21006,PASADOR VERA SUECO   2      NEG,UND ,1,VERA
21014,PASADOR SUECO NGRO CT 2pg VERA,C12 ,12,VERA
21014,PASADOR SUECO NGRO CT 2pg VERA,C48 ,48,VERA
21014,PASADOR SUECO NGRO CT 2pg VERA,E24 ,24,VERA
21014,PASADOR SUECO NGRO CT 2pg VERA,E48 ,48,VERA
21014,PASADOR SUECO NGRO CT 2pg VERA,UND ,1,VERA
21030,PASADOR  SUECO   2.1/2  NEGRO  VERA,C12 ,12,VERA
21030,PASADOR  SUECO   2.1/2  NEGRO  VERA,UND ,1,VERA
21048,PASADOR SUECO NGRO CT 2.1/2pg VERA,C12 ,12,VERA
21048,PASADOR SUECO NGRO CT 2.1/2pg VERA,C48 ,48,VERA
21048,PASADOR SUECO NGRO CT 2.1/2pg VERA,E24 ,24,VERA
21048,PASADOR SUECO NGRO CT 2.1/2pg VERA,E48 ,48,VERA
21048,PASADOR SUECO NGRO CT 2.1/2pg VERA,UND ,1,VERA
21063,PASADOR  SUECO  3   NEGRO  VERA,C12 ,12,VERA
21063,PASADOR  SUECO  3   NEGRO  VERA,UND ,1,VERA
21071,PASADOR SUECO NGRO CT 3pg VERA,C12 ,12,VERA
21071,PASADOR SUECO NGRO CT 3pg VERA,C48 ,48,VERA
21071,PASADOR SUECO NGRO CT 3pg VERA,E24 ,24,VERA
21071,PASADOR SUECO NGRO CT 3pg VERA,E48 ,48,VERA
21071,PASADOR SUECO NGRO CT 3pg VERA,UND ,1,VERA
21105,PASADOR  SUECO  2   LATONADO C/T  VERA  ,C12 ,12,VERA
21105,PASADOR  SUECO  2   LATONADO C/T  VERA  ,UND ,1,VERA
21139,PASADOR  SUECO 2.1/2  LATONADO C/T  VERA,C12 ,12,VERA
21139,PASADOR  SUECO 2.1/2  LATONADO C/T  VERA,UND ,1,VERA
21162,PASADOR  SUECO  3   LATONADO C/T  VERA,C12 ,12,VERA
21162,PASADOR  SUECO  3   LATONADO C/T  VERA,UND ,1,VERA
22004,CIERRE MEDIA LUNA TROPICALIZADO VERA,C12 ,12,VERA
22004,CIERRE MEDIA LUNA TROPICALIZADO VERA,C48 ,48,VERA
22004,CIERRE MEDIA LUNA TROPICALIZADO VERA,UND ,1,VERA
22020,CIERRE MEDIA LUNA NIQUEL VERA,C12 ,12,VERA
22020,CIERRE MEDIA LUNA NIQUEL VERA,C48 ,48,VERA
22020,CIERRE MEDIA LUNA NIQUEL VERA,UND ,1,VERA
22509,PASADOR PORTACANDADO GALV 4.1/2pg VERA,C12 ,12,VERA
22509,PASADOR PORTACANDADO GALV 4.1/2pg VERA,C6  ,6,VERA
22509,PASADOR PORTACANDADO GALV 4.1/2pg VERA,E18 ,18,VERA
22509,PASADOR PORTACANDADO GALV 4.1/2pg VERA,E24 ,24,VERA
22509,PASADOR PORTACANDADO GALV 4.1/2pg VERA,UND ,1,VERA
22525,PASADOR PORTACANDADO GALV 5.1/2pg VERA,C12 ,12,VERA
22525,PASADOR PORTACANDADO GALV 5.1/2pg VERA,C6  ,6,VERA
22525,PASADOR PORTACANDADO GALV 5.1/2pg VERA,E18 ,18,VERA
22525,PASADOR PORTACANDADO GALV 5.1/2pg VERA,E24 ,24,VERA
22525,PASADOR PORTACANDADO GALV 5.1/2pg VERA,UND ,1,VERA
23002,PICAPORTE CADENA NGR 3pg VERA,C12 ,12,VERA
23002,PICAPORTE CADENA NGR 3pg VERA,C48 ,48,VERA
23002,PICAPORTE CADENA NGR 3pg VERA,C6  ,6,VERA
23002,PICAPORTE CADENA NGR 3pg VERA,DNA ,12,VERA
23002,PICAPORTE CADENA NGR 3pg VERA,E24 ,24,VERA
23002,PICAPORTE CADENA NGR 3pg VERA,E48 ,48,VERA
23002,PICAPORTE CADENA NGR 3pg VERA,UND ,1,VERA
23010,PICAPORTE CADENA NGR 4pg VERA,C12 ,12,VERA
23010,PICAPORTE CADENA NGR 4pg VERA,C48 ,48,VERA
23010,PICAPORTE CADENA NGR 4pg VERA,C6  ,6,VERA
23010,PICAPORTE CADENA NGR 4pg VERA,DNA ,12,VERA
23010,PICAPORTE CADENA NGR 4pg VERA,E24 ,24,VERA
23010,PICAPORTE CADENA NGR 4pg VERA,E48 ,48,VERA
23010,PICAPORTE CADENA NGR 4pg VERA,UND ,1,VERA
23507,PIE AMIGO NEGRO 3X4pg VERA,C12 ,12,VERA
23507,PIE AMIGO NEGRO 3X4pg VERA,C24 ,24,VERA
23507,PIE AMIGO NEGRO 3X4pg VERA,C48 ,48,VERA
23507,PIE AMIGO NEGRO 3X4pg VERA,E48 ,48,VERA
23507,PIE AMIGO NEGRO 3X4pg VERA,E72 ,72,VERA
23507,PIE AMIGO NEGRO 3X4pg VERA,PAR ,2,VERA
23507,PIE AMIGO NEGRO 3X4pg VERA,UND ,1,VERA
23523,PIE AMIGO NEGRO 4X6pg VERA,C12 ,12,VERA
23523,PIE AMIGO NEGRO 4X6pg VERA,C24 ,24,VERA
23523,PIE AMIGO NEGRO 4X6pg VERA,C48 ,48,VERA
23523,PIE AMIGO NEGRO 4X6pg VERA,E48 ,48,VERA
23523,PIE AMIGO NEGRO 4X6pg VERA,E72 ,72,VERA
23523,PIE AMIGO NEGRO 4X6pg VERA,PAR ,2,VERA
23523,PIE AMIGO NEGRO 4X6pg VERA,UND ,1,VERA
23549,PIE AMIGO NEGRO 6X8pg VERA,C12 ,12,VERA
23549,PIE AMIGO NEGRO 6X8pg VERA,C24 ,24,VERA
23549,PIE AMIGO NEGRO 6X8pg VERA,C48 ,48,VERA
23549,PIE AMIGO NEGRO 6X8pg VERA,E48 ,48,VERA
23549,PIE AMIGO NEGRO 6X8pg VERA,E72 ,72,VERA
23549,PIE AMIGO NEGRO 6X8pg VERA,PAR ,2,VERA
23549,PIE AMIGO NEGRO 6X8pg VERA,UND ,1,VERA
23564,PIE AMIGO NEGRO 8X10pg VERA,C12 ,12,VERA
23564,PIE AMIGO NEGRO 8X10pg VERA,C24 ,24,VERA
23564,PIE AMIGO NEGRO 8X10pg VERA,C48 ,48,VERA
23564,PIE AMIGO NEGRO 8X10pg VERA,E48 ,48,VERA
23564,PIE AMIGO NEGRO 8X10pg VERA,E72 ,72,VERA
23564,PIE AMIGO NEGRO 8X10pg VERA,PAR ,2,VERA
23564,PIE AMIGO NEGRO 8X10pg VERA,UND ,1,VERA
23580,PIE AMIGO NEGRO 10X12pg VERA,C12 ,12,VERA
23580,PIE AMIGO NEGRO 10X12pg VERA,C24 ,24,VERA
23580,PIE AMIGO NEGRO 10X12pg VERA,C48 ,48,VERA
23580,PIE AMIGO NEGRO 10X12pg VERA,E48 ,48,VERA
23580,PIE AMIGO NEGRO 10X12pg VERA,E72 ,72,VERA
23580,PIE AMIGO NEGRO 10X12pg VERA,PAR ,2,VERA
23580,PIE AMIGO NEGRO 10X12pg VERA,UND ,1,VERA
23622,PIE AMIGO BLANCO 3X4pg VERA,C12 ,12,VERA
23622,PIE AMIGO BLANCO 3X4pg VERA,C24 ,24,VERA
23622,PIE AMIGO BLANCO 3X4pg VERA,C48 ,48,VERA
23622,PIE AMIGO BLANCO 3X4pg VERA,E48 ,48,VERA
23622,PIE AMIGO BLANCO 3X4pg VERA,E72 ,72,VERA
23622,PIE AMIGO BLANCO 3X4pg VERA,PAR ,2,VERA
23622,PIE AMIGO BLANCO 3X4pg VERA,UND ,1,VERA
23648,PIE AMIGO BLANCO 4X6pg VERA,C12 ,12,VERA
23648,PIE AMIGO BLANCO 4X6pg VERA,C24 ,24,VERA
23648,PIE AMIGO BLANCO 4X6pg VERA,C48 ,48,VERA
23648,PIE AMIGO BLANCO 4X6pg VERA,E48 ,48,VERA
23648,PIE AMIGO BLANCO 4X6pg VERA,E72 ,72,VERA
23648,PIE AMIGO BLANCO 4X6pg VERA,PAR ,2,VERA
23648,PIE AMIGO BLANCO 4X6pg VERA,UND ,1,VERA
23663,PIE AMIGO BLANCO 6X8pg VERA,C12 ,12,VERA
23663,PIE AMIGO BLANCO 6X8pg VERA,C24 ,24,VERA
23663,PIE AMIGO BLANCO 6X8pg VERA,C48 ,48,VERA
23663,PIE AMIGO BLANCO 6X8pg VERA,E48 ,48,VERA
23663,PIE AMIGO BLANCO 6X8pg VERA,E72 ,72,VERA
23663,PIE AMIGO BLANCO 6X8pg VERA,PAR ,2,VERA
23663,PIE AMIGO BLANCO 6X8pg VERA,UND ,1,VERA
23689,PIE AMIGO BLANCO 8X10pg VERA,C12 ,12,VERA
23689,PIE AMIGO BLANCO 8X10pg VERA,C24 ,24,VERA
23689,PIE AMIGO BLANCO 8X10pg VERA,C48 ,48,VERA
23689,PIE AMIGO BLANCO 8X10pg VERA,E48 ,48,VERA
23689,PIE AMIGO BLANCO 8X10pg VERA,E72 ,72,VERA
23689,PIE AMIGO BLANCO 8X10pg VERA,PAR ,2,VERA
23689,PIE AMIGO BLANCO 8X10pg VERA,UND ,1,VERA
23705,PIE AMIGO BLANCO 10X12pg VERA,C12 ,12,VERA
23705,PIE AMIGO BLANCO 10X12pg VERA,C24 ,24,VERA
23705,PIE AMIGO BLANCO 10X12pg VERA,C48 ,48,VERA
23705,PIE AMIGO BLANCO 10X12pg VERA,E48 ,48,VERA
23705,PIE AMIGO BLANCO 10X12pg VERA,E72 ,72,VERA
23705,PIE AMIGO BLANCO 10X12pg VERA,PAR ,2,VERA
23705,PIE AMIGO BLANCO 10X12pg VERA,UND ,1,VERA
23754,PIEAMIGO MENSULA NGR 3X4pg VERA,C12 ,12,VERA
23754,PIEAMIGO MENSULA NGR 3X4pg VERA,C24 ,24,VERA
23754,PIEAMIGO MENSULA NGR 3X4pg VERA,C48 ,48,VERA
23754,PIEAMIGO MENSULA NGR 3X4pg VERA,E48 ,48,VERA
23754,PIEAMIGO MENSULA NGR 3X4pg VERA,E72 ,72,VERA
23754,PIEAMIGO MENSULA NGR 3X4pg VERA,PAR ,2,VERA
23754,PIEAMIGO MENSULA NGR 3X4pg VERA,UND ,1,VERA
23762,PIEAMIGO MENSULA NGR 5X7pg VERA,C12 ,12,VERA
23762,PIEAMIGO MENSULA NGR 5X7pg VERA,C24 ,24,VERA
23762,PIEAMIGO MENSULA NGR 5X7pg VERA,C48 ,48,VERA
23762,PIEAMIGO MENSULA NGR 5X7pg VERA,E48 ,48,VERA
23762,PIEAMIGO MENSULA NGR 5X7pg VERA,E72 ,72,VERA
23762,PIEAMIGO MENSULA NGR 5X7pg VERA,PAR ,2,VERA
23762,PIEAMIGO MENSULA NGR 5X7pg VERA,UND ,1,VERA
23770,PIEAMIGO MENSULA NGR 9X11pg VERA,C12 ,12,VERA
23770,PIEAMIGO MENSULA NGR 9X11pg VERA,C24 ,24,VERA
23770,PIEAMIGO MENSULA NGR 9X11pg VERA,C48 ,48,VERA
23770,PIEAMIGO MENSULA NGR 9X11pg VERA,E48 ,48,VERA
23770,PIEAMIGO MENSULA NGR 9X11pg VERA,E72 ,72,VERA
23770,PIEAMIGO MENSULA NGR 9X11pg VERA,PAR ,2,VERA
23770,PIEAMIGO MENSULA NGR 9X11pg VERA,UND ,1,VERA
23960,PORTACANDADO VERA  2     NEG,C12 ,12,VERA
23960,PORTACANDADO VERA  2     NEG,C24 ,24,VERA
23960,PORTACANDADO VERA  2     NEG,UND ,1,VERA
23978,PORTACANDADO   2  NEGRO C/T  VERA,C12 ,12,VERA
23978,PORTACANDADO   2  NEGRO C/T  VERA,C24 ,24,VERA
23978,PORTACANDADO   2  NEGRO C/T  VERA,UND ,1,VERA
23986,PORTACANDADO  2.1/2 NEGRO  VERA,C12 ,12,VERA
23986,PORTACANDADO  2.1/2 NEGRO  VERA,C24 ,24,VERA
23986,PORTACANDADO  2.1/2 NEGRO  VERA,UND ,1,VERA
23994,PORTACANDADO  2.1/2 NEGRO C/T VERA,C12 ,12,VERA
23994,PORTACANDADO  2.1/2 NEGRO C/T VERA,C24 ,24,VERA
23994,PORTACANDADO  2.1/2 NEGRO C/T VERA,UND ,1,VERA
24000,PORTACANDADO  3  NEGRO  VERA,C12 ,12,VERA
24000,PORTACANDADO  3  NEGRO  VERA,UND ,1,VERA
24018,PORTACANDADO  3  NEGRO  C/T VERA,C12 ,12,VERA
24018,PORTACANDADO  3  NEGRO  C/T VERA,UND ,1,VERA
24026,PORTACANDADO  3.1/2 NEGRO  VERA,C12 ,12,VERA
24026,PORTACANDADO  3.1/2 NEGRO  VERA,UND ,1,VERA
24034,PORTACANDADO  4 NEGRO  VERA,C12 ,12,VERA
24034,PORTACANDADO  4 NEGRO  VERA,UND ,1,VERA
24042,PORTACANDADO  4.1/2 NEGRO  VERA,C12 ,12,VERA
24042,PORTACANDADO  4.1/2 NEGRO  VERA,UND ,1,VERA
24059,PORTACANDADO  3.1/2 NEGRO  C/T VERA,C12 ,12,VERA
24059,PORTACANDADO  3.1/2 NEGRO  C/T VERA,UND ,1,VERA
24067,PORTACANDADO  4  NEGRO  C/T VERA        ,C12 ,12,VERA
24067,PORTACANDADO  4  NEGRO  C/T VERA        ,UND ,1,VERA
24075,PORTACANDADO  4.1/2 NEGRO  C/T VERA,C12 ,12,VERA
24075,PORTACANDADO  4.1/2 NEGRO  C/T VERA,UND ,1,VERA
30734,ESCUDO AMERICANO PLUS PAVONADO (A) VERA,UND ,1,VERA
30742,ESCUDO AMERICANO PLUS LAT VERA          ,UND ,1,VERA
30759,ESCUDO AMERICANO PLUS NIQUELADO (A) VERA,UND ,1,VERA
30809,TIRADERA ZAMAK NIQUEL 88mm VERA,C12 ,12,VERA
